17	308	150	3	1413982515.0	1	010001001:1	
17	271	150	2	1413981179.0	1	010001001:1	
17	268	150	2	1413981097.0	1	010001001:1	
17	350	308	3	1413983240.0	1	010001001:1	
17	264	150	3	1413980946.0	1	010001001:1	
17	512	350	3	1413987822.0	1	010001001:1	
17	150	150	0	1413977237.0	1	010001001:1	
27	287	246	1	1413981808.0	1	010001001:1	
27	251	246	3	1413980416.0	1	010001001:1	
27	248	246	0	1413980255.0	1	010001001:1	
27	290	246	3	1413981863.0	1	010001001:1	
27	246	246	0	1413980075.0	1	010001001:1	
4	68	13	3	1413975254.0	1	010001001:1	
4	38	13	3	1413974559.0	1	010001001:1	
4	17	13	2	1413974328.0	1	010001001:1	
4	30	13	0	1413974502.0	1	010001001:1	
4	84	13	3	1413975610.0	1	010001001:1	
4	40	13	3	1413974571.0	1	010001001:1	
4	27	13	3	1413974432.0	1	010001001:1	
4	22	13	3	1413974379.0	1	010001001:1	
4	97	13	3	1413975920.0	1	010001001:1	
4	74	13	3	1413975401.0	1	010001001:1	
4	78	13	0	1413975523.0	1	010001001:1	
4	13	13	0	1413974259.0	1	010001001:1	
56	723	722	3	1414006595.0	1	010001001:1	
56	739	727	3	1414007018.0	1	010001001:1	
56	738	722	0	1414007000.0	1	010001001:1	
56	727	722	3	1414006776.0	1	010001001:1	
56	729	722	3	1414006821.0	1	010001001:1	
56	759	723	3	1414012048.0	1	010001001:1	
56	732	722	3	1414006870.0	1	010001001:1	
56	725	722	3	1414006648.0	1	010001001:1	
56	734	722	0	1414006889.0	1	010001001:1	
56	731	722	3	1414006869.0	1	010001001:1	
56	735	722	2	1414006909.0	1	010001001:1	
56	726	722	1	1414006683.0	1	010001001:1	
56	736	722	3	1414006975.0	1	010001001:1	
56	730	722	3	1414006841.0	1	010001001:1	
56	755	727	3	1414009475.0	1	010001001:1	
56	722	722	0	1414006535.0	1	010001001:1	
23	228	227	3	1413979630.0	1	010001001:1	
23	284	227	3	1413981780.0	1	010001001:1	
23	229	227	3	1413979652.0	1	010001001:1	
23	227	227	0	1413979591.0	1	010001001:1	
43	549	546	1	1413990209.0	1	010001001:1	
43	551	546	1	1413990380.0	1	010001001:1	
43	553	551	3	1413990478.0	1	010001001:1	
43	554	546	2	1413990534.0	1	010001001:1	
43	550	546	0	1413990254.0	1	010001001:1	
43	555	546	3	1413990558.0	1	010001001:1	
43	548	546	3	1413990173.0	1	010001001:1	
43	547	546	3	1413990142.0	1	010001001:1	
43	560	546	1	1413990659.0	1	010001001:1	
43	546	546	0	1413990120.0	1	010001001:1	
36	432	410	0	1413985560.0	1	010001001:1	
36	449	410	0	1413985870.0	1	010001001:1	
36	441	410	0	1413985711.0	1	010001001:1	
36	451	410	1	1413985876.0	1	010001001:1	
36	492	410	0	1413986651.0	1	010001001:1	
36	410	410	0	1413985179.0	1	010001001:1	
11	79	72	2	1413975565.0	1	010001001:1	
11	94	69	0	1413975851.0	1	010001001:1	
11	85	72	3	1413975610.0	1	010001001:1	
11	76	72	3	1413975423.0	1	010001001:1	
11	666	69	0	1413999426.0	1	010001001:1	
11	255	69	3	1413980648.0	1	010001001:1	
11	82	72	2	1413975594.0	1	010001001:1	
11	81	69	3	1413975582.0	1	010001001:1	
11	72	69	0	1413975370.0	1	010001001:1	
11	87	72	1	1413975643.0	1	010001001:1	
11	96	69	3	1413975907.0	1	010001001:1	
11	86	69	3	1413975622.0	1	010001001:1	
11	69	69	0	1413975319.0	1	010001001:1	
51	690	659	3	1414000827.0	1	010001001:1	
51	685	665	2	1414000463.0	1	010001001:1	
51	665	659	3	1413999322.0	1	010001001:1	
51	664	659	3	1413999320.0	1	010001001:1	
51	674	659	0	1413999904.0	1	010001001:1	
51	659	659	0	1413998979.0	1	010001001:1	
24	342	336	2	1413983050.0	1	010001001:1	
24	261	230	1	1413980794.0	1	010001001:1	
24	315	307	1	1413982600.0	1	010001001:1	
24	349	230	1	1413983218.0	1	010001001:1	
24	233	230	3	1413979758.0	1	010001001:1	
24	267	230	1	1413981085.0	1	010001001:1	
24	260	230	1	1413980779.0	1	010001001:1	
24	336	329	3	1413982941.0	1	010001001:1	
24	347	342	3	1413983140.0	1	010001001:1	
24	307	230	1	1413982476.0	1	010001001:1	
24	285	230	3	1413981791.0	1	010001001:1	
24	351	230	2	1413983248.0	1	010001001:1	
24	348	347	3	1413983217.0	1	010001001:1	
24	357	351	3	1413983579.0	1	010001001:1	
24	232	230	3	1413979707.0	1	010001001:1	
24	358	349	3	1413983591.0	1	010001001:1	
24	360	358	3	1413983665.0	1	010001001:1	
24	258	230	1	1413980750.0	1	010001001:1	
24	280	230	3	1413981499.0	1	010001001:1	
24	329	315	1	1413982809.0	1	010001001:1	
24	230	230	0	1413979653.0	1	010001001:1	
22	243	222	3	1413980029.0	1	010001001:1	
22	224	211	3	1413979437.0	1	010001001:1	
22	388	253	3	1413984464.0	1	010001001:1	
22	423	401	2	1413985363.0	1	010001001:1	
22	406	394	3	1413985073.0	1	010001001:1	
22	257	211	3	1413980731.0	1	010001001:1	
22	253	243	0	1413980561.0	1	010001001:1	
22	225	211	3	1413979461.0	1	010001001:1	
22	222	211	3	1413979381.0	1	010001001:1	
22	262	257	3	1413980812.0	1	010001001:1	
22	401	394	3	1413984997.0	1	010001001:1	
22	219	211	3	1413979105.0	1	010001001:1	
22	394	388	3	1413984841.0	1	010001001:1	
22	433	426	3	1413985585.0	1	010001001:1	
22	234	211	3	1413979811.0	1	010001001:1	
22	416	401	3	1413985276.0	1	010001001:1	
22	238	211	3	1413979943.0	1	010001001:1	
22	217	211	3	1413979046.0	1	010001001:1	
22	269	266	3	1413981150.0	1	010001001:1	
22	266	262	3	1413981012.0	1	010001001:1	
22	426	416	3	1413985420.0	1	010001001:1	
22	211	211	0	1413978872.0	1	010001001:1	
26	256	237	3	1413980653.0	1	010001001:1	
26	741	237	3	1414007106.0	1	010001001:1	
26	259	237	0	1413980768.0	1	010001001:1	
26	237	237	0	1413979937.0	1	010001001:1	
12	102	100	3	1413976086.0	1	010001001:1	
12	113	93	3	1413976303.0	1	010001001:1	
12	117	93	0	1413976477.0	1	010001001:1	
12	104	102	2	1413976153.0	1	010001001:1	
12	100	93	2	1413976027.0	1	010001001:1	
12	93	93	0	1413975755.0	1	010001001:1	
37	470	463	3	1413986196.0	1	010001001:1	
37	564	539	3	1413990938.0	1	010001001:1	
37	566	564	2	1413991021.0	1	010001001:1	
37	467	431	0	1413986170.0	1	010001001:1	
37	463	459	3	1413986074.0	1	010001001:1	
37	459	431	3	1413986013.0	1	010001001:1	
37	539	537	3	1413989855.0	1	010001001:1	
37	570	566	3	1413991191.0	1	010001001:1	
37	537	431	2	1413989711.0	1	010001001:1	
37	567	431	3	1413991055.0	1	010001001:1	
37	571	570	3	1413991316.0	1	010001001:1	
37	431	431	0	1413985558.0	1	010001001:1	
53	708	707	0	1414004573.0	1	010001001:1	
53	733	707	1	1414006877.0	1	010001001:1	
53	709	707	3	1414004975.0	1	010001001:1	
53	742	707	3	1414007241.0	1	010001001:1	
53	758	707	0	1414011448.0	1	010001001:1	
53	707	707	0	1414003963.0	1	010001001:1	
30	530	314	3	1413988737.0	1	010001001:1	
30	318	310	2	1413982626.0	1	010001001:1	
30	322	310	3	1413982657.0	1	010001001:1	
30	341	310	2	1413983035.0	1	010001001:1	
30	325	310	3	1413982689.0	1	010001001:1	
30	314	310	0	1413982600.0	1	010001001:1	
30	330	310	1	1413982814.0	1	010001001:1	
30	331	310	3	1413982820.0	1	010001001:1	
30	324	310	0	1413982677.0	1	010001001:1	
30	334	310	2	1413982901.0	1	010001001:1	
30	332	310	3	1413982852.0	1	010001001:1	
30	338	310	3	1413982983.0	1	010001001:1	
30	312	310	0	1413982589.0	1	010001001:1	
30	316	310	0	1413982615.0	1	010001001:1	
30	313	310	1	1413982593.0	1	010001001:1	
30	328	310	0	1413982797.0	1	010001001:1	
30	310	310	0	1413982546.0	1	010001001:1	
47	623	622	3	1413997147.0	1	010001001:1	
47	625	621	3	1413997179.0	1	010001001:1	
47	774	745	3	1414151276.0	1	010001001:1	
47	642	640	3	1413998011.0	1	010001001:1	
47	768	767	3	1414088726.0	1	010001001:1	
47	632	614	2	1413997482.0	1	010001001:1	
47	628	614	2	1413997404.0	1	010001001:1	
