41	987	785	3	1408130357.0	1	010001001:1	
41	986	785	3	1408130278.0	1	010001001:1	
41	814	785	0	1408119843.0	1	010001001:1	
41	807	785	1	1408119677.0	1	010001001:1	
41	828	785	2	1408120200.0	1	010001001:1	
41	836	785	3	1408120397.0	1	010001001:1	
41	965	828	3	1408126297.0	1	010001001:1	
41	785	785	0	1408118940.0	1	010001001:1	
45	1015	968	0	1408143484.0	1	010001001:1	
45	971	968	3	1408126950.0	1	010001001:1	
45	974	968	0	1408127067.0	1	010001001:1	
45	1050	968	3	1408194729.0	1	010001001:1	
45	970	968	0	1408126849.0	1	010001001:1	
45	1053	1052	1	1408196013.0	1	010001001:1	
45	1047	1027	1	1408189397.0	1	010001001:1	
45	995	968	3	1408133657.0	1	010001001:1	
45	1039	968	3	1408179798.0	1	010001001:1	
45	1052	1051	3	1408195776.0	1	010001001:1	
45	1023	968	3	1408147449.0	1	010001001:1	
45	984	968	3	1408128539.0	1	010001001:1	
45	1027	984	3	1408158713.0	1	010001001:1	
45	1051	968	0	1408195586.0	1	010001001:1	
45	978	968	1	1408127308.0	1	010001001:1	
45	968	968	0	1408126726.0	1	010001001:1	
30	624	604	3	1408110002.0	1	010001001:1	
30	630	628	1	1408110323.0	1	010001001:1	
30	607	604	3	1408108480.0	1	010001001:1	
30	635	630	3	1408110417.0	1	010001001:1	
30	612	610	0	1408108791.0	1	010001001:1	
30	627	624	3	1408110236.0	1	010001001:1	
30	610	604	1	1408108734.0	1	010001001:1	
30	628	604	1	1408110259.0	1	010001001:1	
30	604	604	3	1408107441.0	1	010001001:1	
18	283	277	0	1408097123.0	1	010001001:1	
18	272	271	3	1408096839.0	1	010001001:1	
18	361	271	0	1408099124.0	1	010001001:1	
18	285	271	1	1408097129.0	1	010001001:1	
18	299	297	3	1408097366.0	1	010001001:1	
18	275	271	3	1408096887.0	1	010001001:1	
18	322	271	3	1408098301.0	1	010001001:1	
18	290	271	0	1408097189.0	1	010001001:1	
18	302	299	3	1408097407.0	1	010001001:1	
18	274	271	0	1408096861.0	1	010001001:1	
18	297	285	3	1408097342.0	1	010001001:1	
18	277	271	0	1408096967.0	1	010001001:1	
18	279	271	0	1408097062.0	1	010001001:1	
18	271	271	3	1408096812.0	1	010001001:1	
24	918	861	0	1408123388.0	1	010001001:1	
24	777	760	0	1408118549.0	1	010001001:1	
24	941	940	3	1408124683.0	1	010001001:1	
24	940	932	1	1408124591.0	1	010001001:1	
24	760	525	3	1408118303.0	1	010001001:1	
24	823	811	3	1408120077.0	1	010001001:1	
24	811	809	3	1408119788.0	1	010001001:1	
24	534	506	3	1408104389.0	1	010001001:1	
24	531	504	3	1408104370.0	1	010001001:1	
24	956	947	2	1408125236.0	1	010001001:1	
24	479	474	3	1408102333.0	1	010001001:1	
24	551	547	2	1408104732.0	1	010001001:1	
24	502	449	3	1408103175.0	1	010001001:1	
24	951	949	3	1408125024.0	1	010001001:1	
24	926	918	3	1408123581.0	1	010001001:1	
24	541	538	0	1408104501.0	1	010001001:1	
24	826	818	3	1408120128.0	1	010001001:1	
24	544	534	3	1408104566.0	1	010001001:1	
24	942	940	3	1408124756.0	1	010001001:1	
24	548	547	2	1408104650.0	1	010001001:1	
24	818	812	3	1408119903.0	1	010001001:1	
24	477	474	3	1408102250.0	1	010001001:1	
24	947	941	1	1408124849.0	1	010001001:1	
24	928	921	2	1408123643.0	1	010001001:1	
24	546	534	3	1408104600.0	1	010001001:1	
24	504	502	3	1408103207.0	1	010001001:1	
24	946	944	2	1408124830.0	1	010001001:1	
24	540	524	3	1408104477.0	1	010001001:1	
24	949	942	0	1408124903.0	1	010001001:1	
24	800	787	3	1408119465.0	1	010001001:1	
24	507	505	3	1408103544.0	1	010001001:1	
24	932	915	1	1408123992.0	1	010001001:1	
24	773	760	3	1408118495.0	1	010001001:1	
24	525	524	2	1408104122.0	1	010001001:1	
24	931	926	1	1408123828.0	1	010001001:1	
24	945	940	3	1408124818.0	1	010001001:1	
24	802	787	1	1408119525.0	1	010001001:1	
24	542	526	0	1408104508.0	1	010001001:1	
