39	630	566	0	1418604529.0	1	010001001:1	
39	613	566	3	1418603817.0	1	010001001:1	
39	605	584	3	1418603555.0	1	010001001:1	
39	616	566	3	1418603891.0	1	010001001:1	
39	712	566	3	1418609267.0	1	010001001:1	
39	647	566	3	1418604970.0	1	010001001:1	
39	586	566	2	1418602495.0	1	010001001:1	
39	731	726	3	1418610657.0	1	010001001:1	
39	724	566	3	1418610316.0	1	010001001:1	
39	727	566	3	1418610440.0	1	010001001:1	
39	584	566	3	1418602365.0	1	010001001:1	
39	734	731	3	1418610807.0	1	010001001:1	
39	897	724	3	1418637112.0	1	010001001:1	
39	572	566	3	1418601857.0	1	010001001:1	
39	617	566	3	1418603919.0	1	010001001:1	
39	669	647	3	1418605577.0	1	010001001:1	
39	728	566	3	1418610445.0	1	010001001:1	
39	593	566	3	1418602785.0	1	010001001:1	
39	726	669	3	1418610379.0	1	010001001:1	
39	566	566	0	1418601657.0	1	010001001:1	
70	1045	1024	0	1418646377.0	1	010001001:1	
70	1055	1024	3	1418647456.0	1	010001001:1	
70	1037	1035	3	1418646225.0	1	010001001:1	
70	1041	1024	0	1418646284.0	1	010001001:1	
70	1029	1024	3	1418646151.0	1	010001001:1	
70	1033	1024	3	1418646177.0	1	010001001:1	
70	1030	1024	3	1418646159.0	1	010001001:1	
70	1027	1024	3	1418646149.0	1	010001001:1	
70	1028	1024	3	1418646150.0	1	010001001:1	
70	1031	1024	1	1418646162.0	1	010001001:1	
70	1036	1024	3	1418646202.0	1	010001001:1	
70	1035	1024	3	1418646192.0	1	010001001:1	
70	1034	1024	3	1418646180.0	1	010001001:1	
70	1032	1024	2	1418646165.0	1	010001001:1	
70	1040	1037	3	1418646262.0	1	010001001:1	
70	1083	1024	3	1418665606.0	1	010001001:1	
70	1025	1024	3	1418646148.0	1	010001001:1	
70	1043	1035	3	1418646355.0	1	010001001:1	
70	1024	1024	0	1418646124.0	1	010001001:1	
9	76	73	1	1418588525.0	1	010001001:1	
9	80	73	3	1418588620.0	1	010001001:1	
9	75	73	2	1418588500.0	1	010001001:1	
9	98	73	1	1418588845.0	1	010001001:1	
9	94	73	3	1418588818.0	1	010001001:1	
9	83	73	1	1418588660.0	1	010001001:1	
9	93	73	0	1418588817.0	1	010001001:1	
9	90	73	0	1418588774.0	1	010001001:1	
9	77	73	0	1418588565.0	1	010001001:1	
9	73	73	0	1418588442.0	1	010001001:1	
28	389	357	3	1418595932.0	1	010001001:1	
28	408	357	3	1418596455.0	1	010001001:1	
28	450	357	3	1418597753.0	1	010001001:1	
28	357	357	0	1418594977.0	1	010001001:1	
52	834	809	3	1418621179.0	1	010001001:1	
52	847	834	3	1418626669.0	1	010001001:1	
52	813	809	3	1418617950.0	1	010001001:1	
52	827	815	3	1418619181.0	1	010001001:1	
52	806	804	3	1418617657.0	1	010001001:1	
52	822	809	3	1418618695.0	1	010001001:1	
52	814	809	3	1418618010.0	1	010001001:1	
52	1075	1074	3	1418655368.0	1	010001001:1	
52	840	834	3	1418622190.0	1	010001001:1	
52	843	834	3	1418622683.0	1	010001001:1	
52	812	804	3	1418617950.0	1	010001001:1	
52	836	809	3	1418621498.0	1	010001001:1	
52	820	809	3	1418618378.0	1	010001001:1	
52	807	804	3	1418617675.0	1	010001001:1	
52	1084	1078	3	1418666871.0	1	010001001:1	
52	1077	1075	2	1418656352.0	1	010001001:1	
52	821	809	3	1418618630.0	1	010001001:1	
52	824	820	3	1418618873.0	1	010001001:1	
52	1074	865	1	1418654936.0	1	010001001:1	
52	809	804	3	1418617874.0	1	010001001:1	
52	865	840	2	1418633074.0	1	010001001:1	
52	819	809	3	1418618246.0	1	010001001:1	
52	829	809	2	1418619506.0	1	010001001:1	
52	815	809	3	1418618095.0	1	010001001:1	
52	825	809	3	1418619037.0	1	010001001:1	
52	835	809	3	1418621399.0	1	010001001:1	
52	1078	1077	3	1418656513.0	1	010001001:1	
52	826	820	3	1418619128.0	1	010001001:1	
52	838	819	3	1418622015.0	1	010001001:1	
52	1079	1077	3	1418656597.0	1	010001001:1	
52	804	804	0	1418617431.0	1	010001001:1	
50	801	776	3	1418617024.0	1	010001001:1	
50	781	776	3	1418615435.0	1	010001001:1	
50	799	776	2	1418616474.0	1	010001001:1	
50	777	776	3	1418615381.0	1	010001001:1	
50	1088	785	3	1418697403.0	1	010001001:1	
50	789	787	3	1418616041.0	1	010001001:1	
50	808	781	3	1418617694.0	1	010001001:1	
50	853	849	3	1418629899.0	1	010001001:1	
50	793	776	0	1418616289.0	1	010001001:1	
50	785	776	0	1418615654.0	1	010001001:1	
50	778	776	3	1418615394.0	1	010001001:1	
50	791	776	3	1418616113.0	1	010001001:1	
50	849	782	3	1418628721.0	1	010001001:1	
